outcome,category_name,goal_in_thousand,total
failed,Art,80,1
failed,Design,80,4
failed,Fashion,80,2
failed,"Film & Video",80,3
failed,Games,80,3
failed,Technology,80,1
failed,Theater,80,1
successful,Art,80,1
successful,Design,80,1
successful,"Film & Video",80,3
successful,Publishing,80,1
successful,Technology,80,1
failed,Design,82,1
failed,Design,83,1
failed,"Film & Video",83,1
failed,"Film & Video",85,1
failed,Design,85,1
failed,"Film & Video",85,5
failed,Food,85,1
failed,Games,85,1
failed,Photography,85,1
failed,Technology,85,4
successful,"Film & Video",85,2
failed,"Film & Video",87,1
failed,"Film & Video",88,1
failed,Technology,88,1
failed,Publishing,88,1
failed,Technology,89,1
failed,Games,89,1
failed,Fashion,90,1
failed,Crafts,90,1
failed,"Film & Video",90,1
failed,Games,90,2
failed,Technology,90,1
failed,Theater,90,1
successful,Food,93,1
failed,Music,95,1
failed,Technology,95,1
successful,"Film & Video",96,1
failed,Art,98,1
failed,Technology,99,1
successful,Technology,99,1
failed,Art,100,2
failed,Crafts,100,1
failed,Design,100,11
failed,Fashion,100,3
failed,"Film & Video",100,26
failed,Food,100,8
failed,Games,100,9
failed,Journalism,100,3
failed,Music,100,3
failed,Photography,100,1
failed,Publishing,100,3
failed,Technology,100,29
failed,Theater,100,1
successful,Design,100,7
successful,"Film & Video",100,5
successful,Food,100,1
successful,Games,100,2
successful,Music,100,1
successful,Technology,100,11
failed,"Film & Video",101,1
failed,Design,104,1
failed,Design,105,1
failed,"Film & Video",110,3
failed,Games,110,1
failed,Technology,110,1
failed,Theater,110,1
successful,"Film & Video",110,1
failed,Crafts,115,1
failed,"Film & Video",115,1
failed,Photography,115,1
failed,"Film & Video",117,1
failed,Technology,118,1
failed,Games,120,1
failed,Music,120,1
failed,Technology,120,1
successful,Design,120,1
successful,Games,120,1
failed,Art,125,1
failed,Design,125,3
failed,"Film & Video",125,3
failed,Food,125,1
failed,Games,125,1
failed,Technology,125,3
failed,Theater,125,1
successful,Technology,125,1
failed,Art,130,1
failed,Design,130,2
failed,"Film & Video",130,1
failed,Technology,130,1
successful,Journalism,130,1
failed,Fashion,135,1
failed,Technology,135,1
successful,Design,138,1
failed,Fashion,140,1
failed,Food,140,1
failed,Games,141,1
failed,Design,144,1
failed,Technology,145,1
failed,Publishing,149,1
failed,Crafts,150,1
failed,Design,150,4
failed,Fashion,150,1
failed,"Film & Video",150,8
failed,Food,150,3
failed,Games,150,3
failed,Music,150,3
failed,Publishing,150,1
failed,Technology,150,7
successful,Design,150,1
successful,"Film & Video",150,1
successful,Food,150,1
successful,Games,150,1
failed,"Film & Video",154,1
failed,Crafts,160,1
failed,Technology,160,1
failed,Design,165,1
failed,Music,168,1
failed,Food,175,1
failed,Publishing,175,2
failed,Technology,175,1
failed,Art,180,1
failed,Fashion,180,1
failed,"Film & Video",180,1
failed,Design,190,1
failed,Art,200,1
failed,Crafts,200,1
failed,Design,200,4
failed,Fashion,200,1
failed,"Film & Video",200,5
failed,Food,200,1
failed,Games,200,1
failed,Music,200,1
failed,Publishing,200,1
failed,Technology,200,7
successful,"Film & Video",200,1
successful,Technology,200,1
failed,Food,205,1
failed,Fashion,210,1
failed,"Film & Video",220,1
failed,"Film & Video",222,1
failed,Technology,225,1
successful,Technology,230,1
failed,"Film & Video",235,1
successful,Design,249,1
failed,Design,250,2
failed,Fashion,250,1
failed,"Film & Video",250,6
failed,Food,250,5
failed,Games,250,3
failed,Technology,250,7
failed,Theater,250,1
successful,Games,250,2
failed,"Film & Video",275,1
failed,Technology,275,2
failed,Design,278,1
failed,Design,280,1
failed,Design,285,1
failed,Games,285,1
failed,Food,293,1
failed,Design,295,1
failed,Games,295,1
failed,Art,300,1
failed,Comics,300,1
failed,"Film & Video",300,3
failed,Games,300,1
failed,Music,300,1
failed,Publishing,300,1
failed,Technology,300,3
successful,Fashion,300,1
successful,Games,300,1
failed,Food,320,1
failed,Games,320,1
failed,Technology,320,1
failed,Fashion,325,1
failed,"Film & Video",325,1
failed,Games,347,1
failed,Art,350,1
failed,Food,350,1
failed,Music,350,1
failed,Technology,350,2
failed,Technology,358,1
failed,Photography,360,1
failed,"Film & Video",370,1
failed,Technology,380,1
failed,Design,400,1
failed,"Film & Video",400,2
failed,Food,400,1
failed,Games,400,2
failed,Theater,420,1
failed,Design,430,1
failed,"Film & Video",430,1
failed,"Film & Video",450,3
failed,Games,475,1
failed,"Film & Video",480,1
failed,Theater,500,1
failed,"Film & Video",500,2
failed,Food,500,2
failed,Games,500,2
failed,Technology,500,9
failed,Design,529,1
failed,Art,550,1
failed,"Film & Video",550,1
failed,Games,575,1
failed,Art,600,1
failed,Games,600,1
successful,Games,600,1
failed,Technology,640,1
failed,Games,650,1
failed,Publishing,650,1
failed,"Film & Video",679,1
failed,Technology,725,1
failed,"Film & Video",750,1
failed,Music,750,1
failed,"Film & Video",850,1
failed,Technology,998,1
failed,Art,1000,1
failed,"Film & Video",1000,7
failed,Music,1000,1
failed,Technology,1000,1
failed,Theater,1000,1
successful,Technology,1000,1
failed,Fashion,1100,1
failed,Music,1200,1
failed,"Film & Video",1250,1
failed,Technology,1300,1
failed,Technology,1500,1
failed,"Film & Video",1700,1
failed,"Film & Video",2000,2
successful,"Film & Video",2000,1
