outcome,campaign_length_in_days,category_name,sub_category_name,total
successful,31,Art,Installations,1
successful,31,Art,"Mixed Media",2
successful,31,Art,Painting,1
successful,31,Art,"Performance Art",1
successful,31,Art,"Public Art",3
successful,31,Comics,"Comic Books",3
successful,31,Comics,Comics,5
successful,31,Comics,"Graphic Novels",3
successful,31,Crafts,Knitting,1
successful,31,Dance,Dance,4
successful,31,Dance,Performances,1
successful,31,Design,Design,1
successful,31,Design,"Graphic Design",3
successful,31,Design,"Product Design",15
successful,31,Fashion,Accessories,1
successful,31,Fashion,Apparel,1
successful,31,Fashion,Fashion,4
successful,31,Fashion,"Pet Fashion",1
successful,31,"Film & Video",Animation,2
successful,31,"Film & Video",Documentary,11
successful,31,"Film & Video",Drama,1
successful,31,"Film & Video",Fantasy,1
successful,31,"Film & Video","Film & Video",3
successful,31,"Film & Video",Horror,4
successful,31,"Film & Video","Narrative Film",3
successful,31,"Film & Video",Romance,1
successful,31,"Film & Video",Shorts,7
successful,31,"Film & Video",Webseries,3
successful,31,Food,Drinks,2
successful,31,Food,Food,7
successful,31,Food,Restaurants,1
successful,31,Food,"Small Batch",1
successful,31,Games,"Gaming Hardware",1
successful,31,Games,"Playing Cards",3
successful,31,Games,"Tabletop Games",18
successful,31,Games,"Video Games",5
successful,31,Music,Music,1
successful,31,Music,"Classical Music",6
successful,31,Music,"Country & Folk",7
successful,31,Music,Hip-Hop,1
successful,31,Music,"Indie Rock",5
successful,31,Music,Jazz,3
successful,31,Music,Metal,1
successful,31,Music,Music,15
successful,31,Music,Pop,1
successful,31,Music,Punk,1
successful,31,Music,Rock,5
successful,31,Music,"World Music",1
successful,31,Photography,People,3
successful,31,Photography,Photobooks,2
successful,31,Photography,Photography,7
successful,31,Publishing,"Art Books",4
successful,31,Publishing,"Children's Books",7
successful,31,Publishing,Fiction,5
successful,31,Publishing,Nonfiction,6
successful,31,Publishing,Periodicals,1
successful,31,Publishing,Poetry,1
successful,31,Technology,Apps,1
successful,31,Technology,"Camera Equipment",1
successful,31,Technology,"DIY Electronics",4
successful,31,Technology,"Fabrication Tools",1
successful,31,Technology,Hardware,2
successful,31,Technology,Technology,1
successful,31,Technology,Wearables,1
successful,31,Theater,Theater,5
successful,32,Art,Art,3
successful,32,Art,"Digital Art",1
successful,32,Art,Illustration,1
successful,32,Art,"Mixed Media",2
successful,32,Art,Painting,2
successful,32,Art,"Performance Art",2
successful,32,Art,Sculpture,1
successful,32,Comics,Anthologies,1
successful,32,Comics,Comics,2
successful,32,Comics,"Graphic Novels",2
successful,32,Crafts,Crafts,2
successful,32,Dance,Performances,1
successful,32,Design,"Civic Design",1
successful,32,Design,Design,2
successful,32,Design,"Graphic Design",2
successful,32,Design,"Interactive Design",1
successful,32,Design,"Product Design",13
successful,32,Fashion,Accessories,3
successful,32,Fashion,Fashion,2
successful,32,Fashion,Footwear,1
successful,32,"Film & Video",Comedy,3
successful,32,"Film & Video",Documentary,1
successful,32,"Film & Video","Film & Video",3
successful,32,"Film & Video",Shorts,6
successful,32,"Film & Video",Webseries,1
successful,32,Food,Farms,1
successful,32,Food,Food,2
successful,32,Food,"Small Batch",2
successful,32,Food,Vegan,1
successful,32,Games,Games,1
successful,32,Games,"Playing Cards",1
successful,32,Games,"Tabletop Games",6
successful,32,Games,"Video Games",1
successful,32,Music,"Classical Music",2
successful,32,Music,"Country & Folk",1
successful,32,Music,Faith,2
successful,32,Music,Hip-Hop,1
successful,32,Music,"Indie Rock",3
successful,32,Music,Jazz,1
successful,32,Music,Music,5
successful,32,Music,Pop,3
successful,32,Music,Rock,3
successful,32,Music,"World Music",2
successful,32,Photography,Photography,2
successful,32,Publishing,"Art Books",1
successful,32,Publishing,"Children's Books",2
successful,32,Publishing,Fiction,1
successful,32,Publishing,Nonfiction,5
successful,32,Publishing,Periodicals,1
successful,32,Publishing,Poetry,1
successful,32,Publishing,Publishing,2
successful,32,Publishing,"Young Adult",1
successful,32,Technology,Apps,1
successful,32,Technology,Hardware,2
successful,32,Theater,Experimental,1
successful,32,Theater,Musical,1
successful,32,Theater,Theater,4
successful,33,Art,Art,2
successful,33,Art,Ceramics,1
successful,33,Art,"Conceptual Art",1
successful,33,Art,Illustration,1
successful,33,Art,Painting,1
successful,33,Art,"Public Art",1
successful,33,Comics,Anthologies,1
successful,33,Comics,"Comic Books",1
successful,33,Comics,Comics,1
successful,33,Crafts,Stationery,1
successful,33,Dance,Performances,2
successful,33,Design,Design,2
successful,33,Design,"Product Design",5
successful,33,Fashion,Accessories,1
successful,33,Fashion,Fashion,2
successful,33,Fashion,Footwear,1
successful,33,"Film & Video",Comedy,2
successful,33,"Film & Video",Documentary,7
successful,33,"Film & Video","Film & Video",4
successful,33,"Film & Video","Narrative Film",1
successful,33,"Film & Video",Shorts,3
successful,33,"Film & Video",Webseries,1
successful,33,Food,"Food Trucks",1
successful,33,Food,Restaurants,1
successful,33,Food,Spaces,1
successful,33,Games,"Live Games",1
successful,33,Games,"Tabletop Games",7
successful,33,Games,"Video Games",1
successful,33,Journalism,Journalism,1
successful,33,Music,"Classical Music",2
successful,33,Music,"Country & Folk",1
successful,33,Music,Faith,1
successful,33,Music,"Indie Rock",4
successful,33,Music,Jazz,2
successful,33,Music,Metal,1
successful,33,Music,Music,4
successful,33,Music,Punk,2
successful,33,Music,Rock,5
successful,33,Music,"World Music",1
successful,33,Photography,Photobooks,1
successful,33,Photography,Photography,1
successful,33,Publishing,"Children's Books",3
successful,33,Publishing,Fiction,3
successful,33,Publishing,Periodicals,1
successful,33,Publishing,Publishing,4
successful,33,Publishing,"Radio & Podcasts",1
successful,33,Technology,"Fabrication Tools",1
successful,33,Theater,Festivals,1
successful,34,Art,Art,1
successful,34,Art,Illustration,1
successful,34,Art,Installations,1
successful,34,Art,"Mixed Media",2
successful,34,Comics,"Comic Books",1
successful,34,Dance,Dance,1
successful,34,Design,"Civic Design",1
successful,34,Fashion,Fashion,2
successful,34,"Film & Video",Documentary,3
successful,34,"Film & Video","Film & Video",1
successful,34,"Film & Video","Narrative Film",1
successful,34,"Film & Video",Webseries,1
successful,34,Food,Food,2
successful,34,Games,"Tabletop Games",5
successful,34,Music,"Classical Music",1
successful,34,Music,"Country & Folk",1
successful,34,Music,Faith,1
successful,34,Music,"Indie Rock",1
successful,34,Music,Jazz,1
successful,34,Music,Music,2
successful,34,Music,Pop,2
successful,34,Music,Rock,1
successful,34,Photography,Photography,1
successful,34,Publishing,"Art Books",1
successful,34,Publishing,"Children's Books",4
successful,34,Publishing,"Literary Journals",1
successful,34,Publishing,Nonfiction,1
successful,34,Publishing,Publishing,1
successful,34,Technology,"DIY Electronics",1
successful,34,Technology,Technology,1
successful,34,Theater,Theater,1
successful,35,Art,Art,5
successful,35,Art,Illustration,2
successful,35,Art,"Public Art",1
successful,35,Comics,Anthologies,2
successful,35,Comics,"Comic Books",1
successful,35,Comics,Comics,4
successful,35,Comics,"Graphic Novels",1
successful,35,Comics,Webcomics,1
successful,35,Crafts,Crafts,1
successful,35,Dance,Dance,2
successful,35,Design,Architecture,1
successful,35,Design,Design,1
successful,35,Design,"Product Design",10
successful,35,Fashion,Accessories,2
successful,35,Fashion,Apparel,2
successful,35,Fashion,Fashion,3
successful,35,Fashion,Footwear,2
successful,35,Fashion,Jewelry,1
successful,35,"Film & Video","Film & Video",1
successful,35,"Film & Video",Animation,2
successful,35,"Film & Video",Comedy,1
successful,35,"Film & Video",Documentary,8
successful,35,"Film & Video",Shorts,2
successful,35,Food,"Community Gardens",1
successful,35,Food,Food,4
successful,35,Games,"Mobile Games",1
successful,35,Games,"Playing Cards",1
successful,35,Games,"Tabletop Games",2
successful,35,Games,"Video Games",1
successful,35,Journalism,Journalism,1
successful,35,Music,"Classical Music",2
successful,35,Music,"Country & Folk",1
successful,35,Music,"Indie Rock",8
successful,35,Music,Jazz,1
successful,35,Music,Music,6
successful,35,Music,Pop,2
successful,35,Music,Rock,5
successful,35,Photography,Photobooks,1
successful,35,Photography,Photography,1
successful,35,Publishing,"Art Books",2
successful,35,Publishing,Calendars,1
successful,35,Publishing,"Children's Books",3
successful,35,Publishing,Fiction,3
successful,35,Publishing,Nonfiction,4
successful,35,Publishing,Periodicals,1
successful,35,Publishing,Poetry,1
successful,35,Publishing,Publishing,2
successful,35,Technology,"Camera Equipment",1
successful,35,Technology,Gadgets,2
successful,35,Technology,Hardware,2
successful,35,Technology,Web,1
successful,35,Theater,Musical,1
successful,35,Theater,Theater,2
successful,36,Art,"Performance Art",1
successful,36,Art,"Public Art",1
successful,36,Comics,"Graphic Novels",1
successful,36,Dance,Performances,1
successful,36,Design,"Graphic Design",1
successful,36,Design,"Product Design",8
successful,36,Fashion,Accessories,1
successful,36,Fashion,Apparel,3
successful,36,Fashion,Fashion,2
successful,36,"Film & Video",Animation,1
successful,36,"Film & Video","Film & Video",1
successful,36,"Film & Video","Narrative Film",1
successful,36,"Film & Video",Shorts,1
successful,36,Food,Cookbooks,1
successful,36,Food,Food,2
successful,36,Food,Restaurants,1
successful,36,Games,"Playing Cards",1
successful,36,Games,"Tabletop Games",8
successful,36,Games,"Video Games",1
successful,36,Music,"Country & Folk",1
successful,36,Music,"Indie Rock",1
successful,36,Music,Jazz,1
successful,36,Music,Music,2
successful,36,Music,Rock,3
successful,36,Music,"World Music",2
successful,36,Photography,Photography,1
successful,36,Publishing,"Children's Books",2
successful,36,Publishing,Fiction,1
successful,36,Publishing,Publishing,1
successful,36,Publishing,"Radio & Podcasts",1
successful,36,Technology,"DIY Electronics",1
successful,37,Comics,Anthologies,1
successful,37,Comics,"Comic Books",1
successful,37,Comics,"Graphic Novels",1
successful,37,Dance,Performances,1
successful,37,Design,"Graphic Design",1
successful,37,Design,"Product Design",4
successful,37,Fashion,Apparel,1
successful,37,Fashion,Fashion,3
successful,37,"Film & Video",Documentary,3
successful,37,"Film & Video",Horror,1
successful,37,"Film & Video","Narrative Film",3
successful,37,"Film & Video",Shorts,1
successful,37,Food,Food,1
successful,37,Food,Restaurants,1
successful,37,Games,Games,1
successful,37,Games,"Tabletop Games",3
successful,37,Journalism,Journalism,1
successful,37,Music,"Classical Music",2
successful,37,Music,"Country & Folk",2
successful,37,Music,Faith,1
successful,37,Music,"Indie Rock",1
successful,37,Music,Music,1
successful,37,Music,Rock,1
successful,37,Photography,Photobooks,1
successful,37,Photography,Photography,1
successful,37,Publishing,"Children's Books",1
successful,37,Publishing,Fiction,1
successful,37,Publishing,Nonfiction,2
successful,37,Publishing,Periodicals,1
successful,37,Technology,Apps,1
successful,37,Technology,Technology,1
successful,37,Theater,Theater,1
successful,38,Art,Art,1
successful,38,Art,"Performance Art",1
successful,38,Comics,"Graphic Novels",1
successful,38,Dance,Dance,1
successful,38,Dance,Performances,1
successful,38,Design,"Product Design",4
successful,38,Fashion,Accessories,1
successful,38,"Film & Video",Documentary,3
successful,38,"Film & Video",Drama,1
successful,38,"Film & Video","Film & Video",1
successful,38,"Film & Video",Shorts,1
successful,38,Food,Events,1
successful,38,Food,"Small Batch",1
successful,38,Games,Games,1
successful,38,Games,"Tabletop Games",1
successful,38,Music,"Classical Music",1
successful,38,Music,"Indie Rock",1
successful,38,Music,Jazz,1
successful,38,Music,Music,1
successful,38,Music,Pop,1
successful,38,Music,Rock,1
successful,38,Publishing,"Art Books",1
successful,38,Publishing,Fiction,2
successful,38,Publishing,Poetry,1
successful,38,Technology,"Camera Equipment",1
successful,38,Technology,Hardware,1
successful,38,Theater,Plays,2
successful,38,Theater,Theater,2
successful,39,Art,Art,1
successful,39,Art,"Mixed Media",1
successful,39,Comics,Comics,1
successful,39,Design,"Product Design",2
successful,39,Fashion,Fashion,1
successful,39,"Film & Video",Animation,1
successful,39,"Film & Video",Documentary,2
successful,39,"Film & Video",Fantasy,1
successful,39,"Film & Video","Narrative Film",2
successful,39,"Film & Video",Shorts,1
successful,39,Games,"Tabletop Games",2
successful,39,Music,"Classical Music",1
successful,39,Music,"Country & Folk",1
successful,39,Music,Rock,1
successful,39,Music,"World Music",1
successful,39,Photography,Photography,2
successful,39,Publishing,Fiction,1
successful,39,Technology,Sound,1
successful,39,Theater,Theater,2
successful,40,Art,Art,3
successful,40,Art,Painting,1
successful,40,Art,"Performance Art",1
successful,40,Art,"Public Art",2
successful,40,Comics,"Comic Books",2
successful,40,Comics,Comics,4
successful,40,Comics,"Graphic Novels",2
successful,40,Crafts,DIY,1
successful,40,Dance,Dance,3
successful,40,Design,"Product Design",9
successful,40,Fashion,Accessories,1
successful,40,Fashion,Apparel,1
successful,40,"Film & Video",Animation,2
successful,40,"Film & Video",Documentary,7
successful,40,"Film & Video","Film & Video",2
successful,40,"Film & Video","Narrative Film",2
successful,40,"Film & Video",Romance,1
successful,40,"Film & Video",Shorts,5
successful,40,"Film & Video",Webseries,2
successful,40,Food,Food,1
successful,40,Food,Restaurants,1
successful,40,Food,Vegan,1
successful,40,Games,Games,1
successful,40,Games,"Tabletop Games",1
successful,40,Games,"Video Games",1
successful,40,Music,"Country & Folk",1
successful,40,Music,"Electronic Music",1
successful,40,Music,Faith,1
successful,40,Music,Hip-Hop,1
successful,40,Music,"Indie Rock",1
successful,40,Music,Jazz,2
successful,40,Music,Music,4
successful,40,Music,Pop,5
successful,40,Music,Punk,2
successful,40,Music,R&B,1
successful,40,Music,Rock,4
successful,40,Photography,People,1
successful,40,Photography,Photography,1
successful,40,Publishing,"Children's Books",1
successful,40,Publishing,Fiction,1
successful,40,Publishing,Nonfiction,2
successful,40,Publishing,"Radio & Podcasts",1
successful,40,Technology,Gadgets,3
successful,40,Technology,Robots,1
successful,40,Technology,Technology,1
successful,40,Theater,Theater,5
successful,41,Art,Installations,1
successful,41,Art,"Performance Art",1
successful,41,Art,"Public Art",1
successful,41,Dance,Dance,2
successful,41,Design,"Product Design",3
successful,41,Fashion,Fashion,1
successful,41,"Film & Video",Documentary,3
successful,41,"Film & Video","Film & Video",1
successful,41,"Film & Video",Webseries,1
successful,41,Food,Food,1
successful,41,Food,"Small Batch",1
successful,41,Food,Spaces,1
successful,41,Games,"Tabletop Games",2
successful,41,Games,"Video Games",1
successful,41,Music,"Country & Folk",1
successful,41,Music,Hip-Hop,1
successful,41,Music,Jazz,1
successful,41,Music,Music,3
successful,41,Photography,Photography,1
successful,41,Publishing,Fiction,1
successful,41,Publishing,Nonfiction,3
successful,41,Technology,"DIY Electronics",1
successful,41,Technology,Software,1
successful,41,Technology,Web,1
successful,41,Theater,Theater,1
successful,42,Art,Painting,2
successful,42,Art,"Performance Art",1
successful,42,Art,"Public Art",1
successful,42,Design,"Product Design",2
successful,42,Fashion,Apparel,1
successful,42,Fashion,Fashion,1
successful,42,"Film & Video",Documentary,1
successful,42,"Film & Video",Shorts,2
successful,42,"Film & Video",Webseries,1
successful,42,Games,"Video Games",1
successful,42,Music,"Country & Folk",1
successful,42,Music,"Indie Rock",3
successful,42,Music,Music,3
successful,42,Music,Rock,3
successful,42,Photography,Photography,1
successful,42,Publishing,"Children's Books",2
successful,42,Publishing,Fiction,1
successful,42,Publishing,"Radio & Podcasts",1
successful,42,Technology,Hardware,1
successful,42,Technology,Technology,1
successful,43,Art,Sculpture,1
successful,43,Comics,Comics,1
successful,43,Comics,"Graphic Novels",1
successful,43,Comics,Webcomics,1
successful,43,Design,"Product Design",5
successful,43,"Film & Video",Documentary,2
successful,43,"Film & Video","Film & Video",3
successful,43,"Film & Video","Narrative Film",1
successful,43,Music,"Indie Rock",2
successful,43,Music,Rock,2
successful,43,Publishing,"Art Books",1
successful,43,Technology,"Camera Equipment",1
successful,43,Theater,Theater,1
successful,44,Design,"Product Design",2
successful,44,Fashion,Apparel,1
successful,44,"Film & Video",Animation,2
successful,44,"Film & Video","Film & Video",1
successful,44,"Film & Video","Music Videos",1
successful,44,Games,"Tabletop Games",3
successful,44,Games,"Video Games",1
successful,44,Music,Jazz,1
successful,44,Music,Music,1
successful,44,Publishing,"Art Books",1
successful,44,Publishing,"Children's Books",1
successful,44,Publishing,Nonfiction,1
successful,44,Technology,Technology,1
successful,44,Theater,Theater,1
successful,45,Art,Art,1
successful,45,Art,Illustration,1
successful,45,Art,Painting,1
successful,45,Art,"Public Art",2
successful,45,Art,"Video Art",1
successful,45,Comics,Anthologies,1
successful,45,Comics,"Comic Books",1
successful,45,Comics,Comics,1
successful,45,Comics,"Graphic Novels",1
successful,45,Comics,Webcomics,1
successful,45,Crafts,Crafts,1
successful,45,Dance,Dance,4
successful,45,Design,Design,2
successful,45,Design,"Graphic Design",1
successful,45,Design,"Product Design",18
successful,45,Fashion,Accessories,1
successful,45,Fashion,Apparel,3
successful,45,Fashion,Fashion,4
successful,45,"Film & Video",Animation,2
successful,45,"Film & Video",Documentary,17
successful,45,"Film & Video",Drama,1
successful,45,"Film & Video","Film & Video",4
successful,45,"Film & Video",Horror,1
successful,45,"Film & Video","Narrative Film",2
successful,45,"Film & Video",Shorts,11
successful,45,"Film & Video",Thrillers,1
successful,45,Food,Drinks,2
successful,45,Food,Food,8
successful,45,Games,Games,1
successful,45,Games,"Playing Cards",1
successful,45,Games,"Tabletop Games",5
successful,45,Games,"Video Games",5
successful,45,Journalism,Journalism,3
successful,45,Music,"Country & Folk",5
successful,45,Music,Faith,1
successful,45,Music,"Indie Rock",4
successful,45,Music,Jazz,1
successful,45,Music,Kids,1
successful,45,Music,Metal,1
successful,45,Music,Music,13
successful,45,Music,Pop,3
successful,45,Music,Rock,6
successful,45,Music,"World Music",2
successful,45,Photography,Photobooks,1
successful,45,Photography,Photography,2
successful,45,Publishing,"Art Books",1
successful,45,Publishing,"Children's Books",7
successful,45,Publishing,Fiction,1
successful,45,Publishing,"Literary Journals",1
successful,45,Publishing,Nonfiction,1
successful,45,Publishing,Periodicals,1
successful,45,Publishing,Publishing,1
successful,45,Publishing,"Radio & Podcasts",1
successful,45,Technology,Apps,1
successful,45,Technology,"Camera Equipment",1
successful,45,Technology,"DIY Electronics",1
successful,45,Technology,Gadgets,2
successful,45,Technology,Hardware,3
successful,45,Technology,Robots,1
successful,45,Technology,Software,1
successful,45,Technology,"Space Exploration",1
successful,45,Technology,Technology,2
successful,45,Technology,Wearables,1
successful,45,Technology,Web,1
successful,45,Theater,Musical,2
successful,45,Theater,Theater,4
successful,46,Art,Art,1
successful,46,Art,"Mixed Media",1
successful,46,Art,Sculpture,1
successful,46,Design,Design,1
successful,46,Design,"Product Design",3
successful,46,"Film & Video",Documentary,1
successful,46,"Film & Video","Film & Video",1
successful,46,"Film & Video","Narrative Film",1
successful,46,Food,Farms,1
successful,46,Food,Food,1
successful,46,Games,"Tabletop Games",2
successful,46,Journalism,Journalism,1
successful,46,Music,"Indie Rock",1
successful,46,Music,Music,3
successful,46,Music,Pop,1
successful,46,Publishing,"Children's Books",1
successful,46,Publishing,Periodicals,1
successful,46,Publishing,Publishing,1
successful,46,Technology,Technology,2
successful,46,Technology,Wearables,1
successful,46,Theater,Theater,1
successful,47,Art,Art,1
successful,47,Comics,"Comic Books",1
successful,47,Comics,Comics,1
successful,47,"Film & Video",Fantasy,1
successful,47,"Film & Video","Film & Video",1
successful,47,"Film & Video","Narrative Film",1
successful,47,Games,"Video Games",1
successful,47,Journalism,Journalism,1
successful,47,Music,Music,1
successful,47,Music,Rock,2
successful,47,Theater,Experimental,1
successful,47,Theater,Theater,1
successful,48,Art,"Conceptual Art",1
successful,48,Art,Sculpture,1
successful,48,Crafts,Crafts,1
successful,48,Dance,Dance,3
successful,48,Food,Events,1
successful,48,Music,"Classical Music",1
successful,48,Music,"Indie Rock",1
successful,48,Music,Music,2
successful,48,Music,Pop,1
successful,48,Music,Rock,1
successful,49,Comics,Comics,1
successful,49,"Film & Video",Documentary,3
successful,49,"Film & Video","Film & Video",1
successful,49,Food,Food,1
successful,49,Music,Rock,1
successful,49,Photography,Photography,1
successful,49,Technology,"3D Printing",1
successful,49,Theater,Theater,1
successful,50,Art,"Performance Art",1
successful,50,Design,"Product Design",5
successful,50,"Film & Video",Documentary,1
successful,50,"Film & Video",Drama,1
successful,50,"Film & Video","Narrative Film",2
successful,50,"Film & Video",Shorts,2
successful,50,Music,"Country & Folk",1
successful,50,Music,Hip-Hop,1
successful,50,Music,"Indie Rock",1
successful,50,Music,Music,5
successful,50,Music,Rock,1
successful,50,Music,"World Music",1
successful,50,Photography,Photography,1
successful,50,Publishing,"Children's Books",1
successful,50,Publishing,Fiction,1
successful,50,Publishing,Nonfiction,1
successful,50,Technology,Technology,1
successful,50,Theater,Theater,3
successful,51,Design,"Product Design",1
successful,51,Design,Typography,1
successful,51,"Film & Video",Documentary,1
successful,51,"Film & Video","Film & Video",1
successful,51,"Film & Video","Narrative Film",1
successful,51,Games,"Tabletop Games",1
successful,51,Music,"Indie Rock",2
successful,51,Music,Music,2
successful,52,Art,"Performance Art",1
successful,52,Comics,"Comic Books",1
successful,52,"Film & Video",Shorts,1
successful,52,Music,"Classical Music",1
successful,52,Music,Music,2
successful,52,Publishing,Nonfiction,1
successful,53,Design,"Product Design",1
successful,53,"Film & Video",Documentary,2
successful,53,"Film & Video",Shorts,1
successful,53,Music,"Country & Folk",3
successful,53,Publishing,Publishing,1
successful,53,Theater,Experimental,1
successful,53,Theater,Theater,2
successful,54,Art,Art,2
successful,54,Art,"Public Art",1
successful,54,Dance,Performances,1
successful,54,Design,"Product Design",1
successful,54,"Film & Video",Documentary,2
successful,54,"Film & Video",Shorts,1
successful,54,Food,Events,1
successful,54,Games,Games,1
successful,54,Games,"Playing Cards",1
successful,54,Music,"Classical Music",1
successful,54,Music,Music,1
successful,54,Publishing,Nonfiction,1
successful,54,Publishing,Poetry,1
successful,55,Comics,Comics,1
successful,55,"Film & Video",Documentary,2
successful,55,"Film & Video","Film & Video",1
successful,55,Music,Music,1
successful,55,Publishing,Publishing,1
successful,55,Technology,Gadgets,1
successful,56,Games,"Tabletop Games",1
successful,56,Music,Jazz,1
successful,56,Music,Music,1
successful,56,Publishing,"Art Books",1
successful,57,Design,"Graphic Design",1
successful,57,Design,"Product Design",1
successful,57,Music,"Indie Rock",1
successful,57,Music,Rock,1
successful,57,Publishing,Publishing,1
successful,58,Comics,Comics,2
successful,58,"Film & Video",Documentary,1
successful,58,Food,"Community Gardens",1
successful,58,Games,Games,1
successful,58,Music,Hip-Hop,1
successful,58,Music,Metal,1
successful,58,Music,Rock,1
successful,58,Photography,Photography,1
successful,58,Technology,Hardware,2
successful,59,Art,Art,1
successful,59,Design,"Product Design",1
successful,59,"Film & Video",Documentary,1
successful,59,"Film & Video",Shorts,1
successful,59,Music,"Indie Rock",2
successful,59,Music,Music,1
successful,59,Music,R&B,1
successful,59,Publishing,"Art Books",1
successful,59,Publishing,Nonfiction,1
successful,59,Publishing,Publishing,1
successful,59,Theater,Theater,1
successful,60,Art,Art,3
successful,60,Art,"Conceptual Art",1
successful,60,Art,"Mixed Media",2
successful,60,Art,Painting,2
successful,60,Art,"Performance Art",2
successful,60,Art,"Public Art",3
successful,60,Art,Sculpture,1
successful,60,Art,Textiles,1
successful,60,Comics,"Comic Books",2
successful,60,Comics,Comics,5
successful,60,Comics,"Graphic Novels",1
successful,60,Crafts,Crafts,1
successful,60,Dance,Dance,1
successful,60,Dance,Performances,1
successful,60,Design,Design,1
successful,60,Design,"Graphic Design",1
successful,60,Design,"Product Design",13
successful,60,Design,Typography,1
successful,60,Fashion,Fashion,2
successful,60,"Film & Video",Action,1
successful,60,"Film & Video",Animation,1
successful,60,"Film & Video",Comedy,1
successful,60,"Film & Video",Documentary,19
successful,60,"Film & Video","Film & Video",10
successful,60,"Film & Video",Horror,1
successful,60,"Film & Video","Narrative Film",4
successful,60,"Film & Video",Shorts,8
successful,60,"Film & Video",Webseries,4
successful,60,Food,"Community Gardens",1
successful,60,Food,Farms,1
successful,60,Food,Food,5
successful,60,Food,Spaces,1
successful,60,Games,"Tabletop Games",9
successful,60,Journalism,Print,1
successful,60,Music,"Classical Music",6
successful,60,Music,"Country & Folk",5
successful,60,Music,Hip-Hop,1
successful,60,Music,"Indie Rock",7
successful,60,Music,Jazz,6
successful,60,Music,Metal,1
successful,60,Music,Music,11
successful,60,Music,Pop,4
successful,60,Music,Rock,6
successful,60,Music,"World Music",1
successful,60,Photography,Nature,1
successful,60,Photography,Photography,5
successful,60,Publishing,"Art Books",3
successful,60,Publishing,Fiction,5
successful,60,Publishing,Nonfiction,3
successful,60,Publishing,Periodicals,1
successful,60,Publishing,Poetry,1
successful,60,Publishing,Publishing,3
successful,60,Publishing,"Radio & Podcasts",2
successful,60,Technology,"DIY Electronics",1
successful,60,Technology,Hardware,4
successful,60,Technology,Robots,2
successful,60,Theater,Experimental,3
successful,60,Theater,Musical,1
successful,60,Theater,Plays,1
successful,60,Theater,Theater,9
successful,61,"Film & Video","Film & Video",2
successful,61,Music,Hip-Hop,1
successful,61,Music,"Indie Rock",2
successful,61,Music,Music,2
successful,61,Music,"World Music",1
successful,62,Art,Art,1
successful,62,Journalism,Journalism,1
successful,62,Music,"Indie Rock",3
successful,62,Music,Music,1
successful,62,Theater,Theater,1
successful,63,"Film & Video",Documentary,1
successful,63,"Film & Video","Narrative Film",1
successful,63,Music,"Indie Rock",1
successful,63,Photography,Photography,1
successful,64,Games,"Video Games",1
successful,64,Music,Music,1
successful,65,Dance,Dance,1
successful,65,"Film & Video",Documentary,1
successful,65,"Film & Video",Shorts,1
successful,65,Music,Music,1
successful,66,"Film & Video",Documentary,1
successful,66,"Film & Video","Narrative Film",1
successful,66,"Film & Video",Shorts,1
successful,66,Music,Music,2
successful,66,Music,Rock,1
successful,67,"Film & Video",Shorts,1
successful,68,Theater,Theater,1
successful,69,"Film & Video",Documentary,1
successful,70,Music,Music,1
successful,71,Design,"Product Design",1
successful,72,Photography,Photography,1
successful,75,"Film & Video",Shorts,1
successful,76,Music,"Indie Rock",1
successful,77,Art,Illustration,1
successful,77,Publishing,"Children's Books",1
successful,81,"Film & Video",Webseries,1
successful,81,Music,"Classical Music",1
successful,82,"Film & Video",Shorts,1
successful,84,Journalism,Journalism,1
successful,84,Music,"Indie Rock",1
successful,85,Music,Music,1
successful,86,Music,"Electronic Music",1
successful,86,Music,Music,1
successful,87,"Film & Video",Shorts,1
successful,87,Photography,Photography,1
successful,88,Art,Art,1
successful,88,Art,"Mixed Media",1
successful,89,Art,Art,1
successful,89,"Film & Video",Shorts,1
successful,89,"Film & Video",Webseries,1
successful,89,Music,Music,1
successful,90,Art,Art,2
successful,90,Art,"Performance Art",1
successful,90,Comics,Comics,1
successful,90,Design,"Product Design",1
successful,90,Fashion,Fashion,1
successful,90,"Film & Video",Documentary,3
successful,90,"Film & Video","Film & Video",4
successful,90,"Film & Video","Narrative Film",1
successful,90,"Film & Video",Shorts,3
successful,90,Music,"Classical Music",1
successful,90,Music,Hip-Hop,1
successful,90,Music,"Indie Rock",2
successful,90,Music,Jazz,1
successful,90,Music,Music,1
successful,90,Photography,Photography,1
successful,90,Publishing,Nonfiction,1
successful,90,Publishing,Publishing,1
successful,90,Publishing,Translations,1
successful,90,Technology,Technology,1
successful,90,Theater,Theater,3
successful,91,Comics,Comics,1
successful,91,"Film & Video",Shorts,1
successful,91,Food,Food,1
successful,91,Journalism,Journalism,1
successful,91,Music,"Classical Music",1
successful,91,Music,"Indie Rock",1
successful,91,Music,Music,1
